"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 27 13:22:43 GMT 2022","Mon Jun 27 13:22:43 GMT 2022","596","test","test_main","TestConduitMain","","","test_datas_to_list",""
"passed","Mon Jun 27 13:22:24 GMT 2022","Mon Jun 27 13:22:35 GMT 2022","10609","test","test_login","TestConduitLogin","","","test_cookie_bar",""
"passed","Mon Jun 27 13:22:20 GMT 2022","Mon Jun 27 13:22:22 GMT 2022","2257","test","test_login","TestConduitLogin","","","test_sign_in",""
"passed","Mon Jun 27 13:22:39 GMT 2022","Mon Jun 27 13:22:39 GMT 2022","91","test","test_main","TestConduitMain","","","test_logout",""
"passed","Mon Jun 27 13:22:13 GMT 2022","Mon Jun 27 13:22:19 GMT 2022","5231","test","test_login","TestConduitLogin","","","test_register",""
"passed","Mon Jun 27 13:23:07 GMT 2022","Mon Jun 27 13:23:20 GMT 2022","13783","test","test_main","TestConduitMain","","","test_delete_article",""
"passed","Mon Jun 27 13:23:29 GMT 2022","Mon Jun 27 13:23:32 GMT 2022","3107","test","test_main","TestConduitMain","","","test_datas_from_file",""
"passed","Mon Jun 27 13:23:24 GMT 2022","Mon Jun 27 13:23:25 GMT 2022","404","test","test_main","TestConduitMain","","","test_datas_to_file",""
"passed","Mon Jun 27 13:22:58 GMT 2022","Mon Jun 27 13:23:03 GMT 2022","4753","test","test_main","TestConduitMain","","","test_edit_article",""
"passed","Mon Jun 27 13:22:53 GMT 2022","Mon Jun 27 13:22:54 GMT 2022","1097","test","test_main","TestConduitMain","","","test_new_article",""
"passed","Mon Jun 27 13:22:47 GMT 2022","Mon Jun 27 13:22:49 GMT 2022","2152","test","test_main","TestConduitMain","","","test_pagination",""
