"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 27 18:01:01 GMT 2022","Mon Jun 27 18:01:11 GMT 2022","10594","test","test_login","TestConduitLogin","","","test_cookie_bar",""
"passed","Mon Jun 27 18:01:17 GMT 2022","Mon Jun 27 18:01:17 GMT 2022","123","test","test_main","TestConduitMain","","","test_logout",""
"passed","Mon Jun 27 18:01:25 GMT 2022","Mon Jun 27 18:01:28 GMT 2022","2202","test","test_main","TestConduitMain","","","test_pagination",""
"passed","Mon Jun 27 18:01:46 GMT 2022","Mon Jun 27 18:02:00 GMT 2022","13980","test","test_main","TestConduitMain","","","test_delete_article",""
"passed","Mon Jun 27 18:01:32 GMT 2022","Mon Jun 27 18:01:33 GMT 2022","1251","test","test_main","TestConduitMain","","","test_new_article",""
"passed","Mon Jun 27 18:01:37 GMT 2022","Mon Jun 27 18:01:42 GMT 2022","5104","test","test_main","TestConduitMain","","","test_edit_article",""
"passed","Mon Jun 27 18:01:21 GMT 2022","Mon Jun 27 18:01:21 GMT 2022","630","test","test_main","TestConduitMain","","","test_datas_to_list",""
"passed","Mon Jun 27 18:02:05 GMT 2022","Mon Jun 27 18:02:06 GMT 2022","516","test","test_main","TestConduitMain","","","test_datas_to_file",""
"passed","Mon Jun 27 18:00:49 GMT 2022","Mon Jun 27 18:00:55 GMT 2022","5636","test","test_login","TestConduitLogin","","","test_register",""
"passed","Mon Jun 27 18:00:57 GMT 2022","Mon Jun 27 18:00:59 GMT 2022","2297","test","test_login","TestConduitLogin","","","test_sign_in",""
"passed","Mon Jun 27 18:02:10 GMT 2022","Mon Jun 27 18:02:14 GMT 2022","4166","test","test_main","TestConduitMain","","","test_datas_from_file",""
