"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 13 07:44:17 GMT 2022","Mon Jun 13 07:44:17 GMT 2022","415","test","test_main","TestConduit","","","test_datas_to_file",""
"passed","Mon Jun 13 07:44:01 GMT 2022","Mon Jun 13 07:44:05 GMT 2022","4015","test","test_main","TestConduit","","","test_edit_article",""
"passed","Mon Jun 13 07:44:09 GMT 2022","Mon Jun 13 07:44:13 GMT 2022","3898","test","test_main","TestConduit","","","test_delete_article",""
"passed","Mon Jun 13 07:43:56 GMT 2022","Mon Jun 13 07:43:57 GMT 2022","1078","test","test_main","TestConduit","","","test_new_article",""
"passed","Mon Jun 13 07:43:25 GMT 2022","Mon Jun 13 07:43:27 GMT 2022","2263","test","test_login","TestConduitLogin","","","test_sign_in",""
"passed","Mon Jun 13 07:43:29 GMT 2022","Mon Jun 13 07:43:39 GMT 2022","10597","test","test_login","TestConduitLogin","","","test_cookie_bar",""
"passed","Mon Jun 13 07:43:44 GMT 2022","Mon Jun 13 07:43:44 GMT 2022","88","test","test_main","TestConduit","","","test_logout",""
"passed","Mon Jun 13 07:43:52 GMT 2022","Mon Jun 13 07:43:53 GMT 2022","51","test","test_main","TestConduit","","","test_pagination",""
"passed","Mon Jun 13 07:43:48 GMT 2022","Mon Jun 13 07:43:49 GMT 2022","598","test","test_main","TestConduit","","","test_datas_to_list",""
"passed","Mon Jun 13 07:43:18 GMT 2022","Mon Jun 13 07:43:23 GMT 2022","5434","test","test_login","TestConduitLogin","","","test_register",""
"passed","Mon Jun 13 07:44:21 GMT 2022","Mon Jun 13 07:44:24 GMT 2022","3196","test","test_main","TestConduit","","","test_datas_from_file",""
