"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 10 19:30:19 GMT 2022","Fri Jun 10 19:30:19 GMT 2022","405","test","test_main","TestConduit","","","test_datas_to_file",""
"passed","Fri Jun 10 19:30:23 GMT 2022","Fri Jun 10 19:30:26 GMT 2022","3345","test","test_main","TestConduit","","","test_datas_from_file",""
"passed","Fri Jun 10 19:29:27 GMT 2022","Fri Jun 10 19:29:29 GMT 2022","2260","test","test_login","TestConduitLogin","","","test_sign_in",""
"passed","Fri Jun 10 19:29:45 GMT 2022","Fri Jun 10 19:29:45 GMT 2022","94","test","test_main","TestConduit","","","test_logout",""
"passed","Fri Jun 10 19:29:58 GMT 2022","Fri Jun 10 19:29:59 GMT 2022","1126","test","test_main","TestConduit","","","test_new_article",""
"passed","Fri Jun 10 19:30:11 GMT 2022","Fri Jun 10 19:30:15 GMT 2022","3911","test","test_main","TestConduit","","","test_delete_article",""
"passed","Fri Jun 10 19:30:03 GMT 2022","Fri Jun 10 19:30:07 GMT 2022","4134","test","test_main","TestConduit","","","test_edit_article",""
"passed","Fri Jun 10 19:29:31 GMT 2022","Fri Jun 10 19:29:41 GMT 2022","10569","test","test_login","TestConduitLogin","","","test_cookie_bar",""
"passed","Fri Jun 10 19:29:49 GMT 2022","Fri Jun 10 19:29:50 GMT 2022","600","test","test_main","TestConduit","","","test_datas_to_list",""
"passed","Fri Jun 10 19:29:54 GMT 2022","Fri Jun 10 19:29:54 GMT 2022","54","test","test_main","TestConduit","","","test_pagination",""
"passed","Fri Jun 10 19:29:19 GMT 2022","Fri Jun 10 19:29:25 GMT 2022","5837","test","test_login","TestConduitLogin","","","test_register",""
